Caller	CallerRVA	CalleeRVA	Il2CppDumperCalleeName	CalleeSignature	PseudocodeFile
ItemChainManager.GetSpawnersToRemoveByArchive	1909D5C	2434B70	System.Linq.Enumerable$$OrderByDescending<object, int>	System_Linq_IOrderedEnumerable_TSource__o* System_Linq_Enumerable__OrderByDescending_object__int_ (System_Collections_Generic_IEnumerable_TSource__o* source, System_Func_TSource__TKey__o* keySelector, const MethodInfo_2434B70* method);	ghidra_data_pseudocode.c
ItemChainManager.GetSpawnersToRemoveByArchive	1909D5C	24534CC	System.Linq.Enumerable$$ToList<object>	System_Collections_Generic_List_TSource__o* System_Linq_Enumerable__ToList_object_ (System_Collections_Generic_IEnumerable_TSource__o* source, const MethodInfo_24534CC* method);	ghidra_data_pseudocode.c
ItemChainManager.GetSpawnersToRemoveByArchive	1909D5C	2AC6C4C	System.Collections.Generic.List<int>$$.ctor	void System_Collections_Generic_List_int____ctor (System_Collections_Generic_List_int__o* __this, const MethodInfo_2AC6C4C* method);	ghidra_data_pseudocode.c
ItemChainManager.GetSpawnersToRemoveByArchive	1909D5C	2AC74F4	System.Collections.Generic.List<int>$$AddWithResize	void System_Collections_Generic_List_int___AddWithResize (System_Collections_Generic_List_int__o* __this, int32_t item, const MethodInfo_2AC74F4* method);	ghidra_data_pseudocode.c
ItemChainManager.GetSpawnersToRemoveByArchive	1909D5C	2AFA9F0	System.Collections.Generic.List<object>$$.ctor	void System_Collections_Generic_List_object____ctor (System_Collections_Generic_List_object__o* __this, const MethodInfo_2AFA9F0* method);	ghidra_data_pseudocode.c
ItemChainManager.GetSpawnersToRemoveByArchive	1909D5C	2AFAF9C	System.Collections.Generic.List<object>$$get_Item	Il2CppObject* System_Collections_Generic_List_object___get_Item (System_Collections_Generic_List_object__o* __this, int32_t index, const MethodInfo_2AFAF9C* method);	ghidra_data_pseudocode.c
ItemChainManager.GetSpawnersToRemoveByArchive	1909D5C	2AFB274	System.Collections.Generic.List<object>$$AddWithResize	void System_Collections_Generic_List_object___AddWithResize (System_Collections_Generic_List_object__o* __this, Il2CppObject* item, const MethodInfo_2AFB274* method);	ghidra_data_pseudocode.c
ItemChainManager.GetSpawnersToRemoveByArchive	1909D5C	2AFB494	System.Collections.Generic.List<object>$$AddRange	void System_Collections_Generic_List_object___AddRange (System_Collections_Generic_List_object__o* __this, System_Collections_Generic_IEnumerable_T__o* collection, const MethodInfo_2AFB494* method);	ghidra_data_pseudocode.c
ItemChainManager.GetSpawnersToRemoveByArchive	1909D5C	2AFB954	System.Collections.Generic.List<object>$$Exists	bool System_Collections_Generic_List_object___Exists (System_Collections_Generic_List_object__o* __this, System_Predicate_T__o* match, const MethodInfo_2AFB954* method);	ghidra_data_pseudocode.c
ItemChainManager.GetSpawnersToRemoveByArchive	1909D5C	2AFBF88	System.Collections.Generic.List<object>$$GetEnumerator	System_Collections_Generic_List_Enumerator_T__o System_Collections_Generic_List_object___GetEnumerator (System_Collections_Generic_List_object__o* __this, const MethodInfo_2AFBF88* method);	ghidra_data_pseudocode.c
ItemChainManager.GetSpawnersToRemoveByArchive	1909D5C	2AFCA74	System.Collections.Generic.List<object>$$Remove	bool System_Collections_Generic_List_object___Remove (System_Collections_Generic_List_object__o* __this, Il2CppObject* item, const MethodInfo_2AFCA74* method);	ghidra_data_pseudocode.c
ItemChainManager.GetSpawnersToRemoveByArchive	1909D5C	2AFCB9C	System.Collections.Generic.List<object>$$RemoveAll	int32_t System_Collections_Generic_List_object___RemoveAll (System_Collections_Generic_List_object__o* __this, System_Predicate_T__o* match, const MethodInfo_2AFCB9C* method);	ghidra_data_pseudocode.c
ItemChainManager.GetSpawnersToRemoveByArchive	1909D5C	2AFCD50	System.Collections.Generic.List<object>$$RemoveAt	void System_Collections_Generic_List_object___RemoveAt (System_Collections_Generic_List_object__o* __this, int32_t index, const MethodInfo_2AFCD50* method);	ghidra_data_pseudocode.c
ItemChainManager.GetSpawnersToRemoveByArchive	1909D5C	2E41FAC	System.Predicate<object>$$.ctor	void System_Predicate_object____ctor (System_Predicate_object__o* __this, Il2CppObject* object, intptr_t method, const MethodInfo_2E41FAC* method);	ghidra_data_pseudocode.c
ItemChainManager.GetPossibleArchiveLinks	190BA00	2455EDC	System.Linq.Enumerable$$Where<object>	System_Collections_Generic_IEnumerable_TSource__o* System_Linq_Enumerable__Where_object_ (System_Collections_Generic_IEnumerable_TSource__o* source, System_Func_TSource__bool__o* predicate, const MethodInfo_2455EDC* method);	ghidra_data_pseudocode.c
ItemChainManager.GetPossibleArchiveLinks	190BA00	2914424	System.Linq.Enumerable.<UnionIterator>d__71<char>$$.ctor	void System_Linq_Enumerable__UnionIterator_d__71_char____ctor (System_Linq_Enumerable__UnionIterator_d__71_TSource__o* __this, int32_t __1__state, const MethodInfo_2914424* method);	ghidra_data_pseudocode.c
ItemChainManager.GetPossibleArchiveLinks	190BA00	2914CFC	System.Linq.Enumerable.<UnionIterator>d__71<object>$$.ctor	void System_Linq_Enumerable__UnionIterator_d__71_object____ctor (System_Linq_Enumerable__UnionIterator_d__71_TSource__o* __this, int32_t __1__state, const MethodInfo_2914CFC* method);	ghidra_data_pseudocode.c
ItemChainManager.GetPossibleArchiveLinks	190BA00	2AFAB2C	System.Collections.Generic.List<object>$$.ctor	void System_Collections_Generic_List_object____ctor (System_Collections_Generic_List_object__o* __this, System_Collections_Generic_IEnumerable_T__o* collection, const MethodInfo_2AFAB2C* method);	ghidra_data_pseudocode.c
ItemChainManager.GetPossibleArchiveLinks	190BA00	2B10E48	System.Collections.Generic.List<ProductData>$$.ctor	void System_Collections_Generic_List_ProductData____ctor (System_Collections_Generic_List_ProductData__o* __this, System_Collections_Generic_IEnumerable_T__o* collection, const MethodInfo_2B10E48* method);	ghidra_data_pseudocode.c
ItemChainManager.GetPossibleArchiveLinks	190BA00	2B3CA04	System.Collections.Generic.List<float>$$.ctor	void System_Collections_Generic_List_float____ctor (System_Collections_Generic_List_float__o* __this, System_Collections_Generic_IEnumerable_T__o* collection, const MethodInfo_2B3CA04* method);	ghidra_data_pseudocode.c
ItemChainManager.GetPossibleArchiveLinks	190BA00	2B45720	System.Collections.Generic.List<SplineKnotIndex>$$.ctor	void System_Collections_Generic_List_SplineKnotIndex____ctor (System_Collections_Generic_List_SplineKnotIndex__o* __this, System_Collections_Generic_IEnumerable_T__o* collection, const MethodInfo_2B45720* method);	ghidra_data_pseudocode.c
ItemChainManager.GetPossibleArchiveLinks	190BA00	2BD9490	System.Collections.Generic.List<DailyChallengeSimpleDayTaskItem.UiInfo>$$.ctor	void System_Collections_Generic_List_DailyChallengeSimpleDayTaskItem_UiInfo____ctor (System_Collections_Generic_List_DailyChallengeSimpleDayTaskItem_UiInfo__o* __this, System_Collections_Generic_IEnumerable_T__o* collection, const MethodInfo_2BD9490* method);	ghidra_data_pseudocode.c
ItemChainManager.GetPossibleArchiveLinks	190BA00	2BF5E28	System.Collections.Generic.List<HotSalesTester.RemovedBoardItemTestCode>$$.ctor	void System_Collections_Generic_List_HotSalesTester_RemovedBoardItemTestCode____ctor (System_Collections_Generic_List_HotSalesTester_RemovedBoardItemTestCode__o* __this, System_Collections_Generic_IEnumerable_T__o* collection, const MethodInfo_2BF5E28* method);	ghidra_data_pseudocode.c
ItemChainManager.LookupSetIDInParentLink	190BB84	190BE64	MergePuzzle.ItemChainScriptableData$$GetChildrenList	System_Collections_Generic_List_ItemChainScriptableData__o* MergePuzzle_ItemChainScriptableData__GetChildrenList (MergePuzzle_ItemChainScriptableData_o* __this, const MethodInfo* method);	ghidra_data_pseudocode.c
ItemChainManager.LookupSetIDInParentLink	190BB84	190BEF0	MergePuzzle.ItemChainManager$$GetMatchingIDFromAnotherLink	int32_t MergePuzzle_ItemChainManager__GetMatchingIDFromAnotherLink (MergePuzzle_ItemLinkModel_o* parentLink, int32_t lookupSetID, const MethodInfo* method);	ghidra_data_pseudocode.c
ItemChainManager.LookupSetIDInParentLink	190BB84	2AFBF88	System.Collections.Generic.List<object>$$GetEnumerator	System_Collections_Generic_List_Enumerator_T__o System_Collections_Generic_List_object___GetEnumerator (System_Collections_Generic_List_object__o* __this, const MethodInfo_2AFBF88* method);	ghidra_data_pseudocode.c
ItemChainManager.GetMatchingIDFromAnotherLink	190BEF0	2E4125C	System.Predicate<int>$$.ctor	void System_Predicate_int____ctor (System_Predicate_int__o* __this, Il2CppObject* object, intptr_t method, const MethodInfo_2E4125C* method);	ghidra_data_pseudocode.c
ItemChainManager.GetMatchingIDFromAnotherLink	190BEF0	48B64DC	System.ThrowHelper$$ThrowArgumentNullException	void System_ThrowHelper__ThrowArgumentNullException (int32_t argument, const MethodInfo* method);	ghidra_data_pseudocode.c
ItemChainManager.IsSpawnerSellable	190C0E8	190C678	MergePuzzle.ItemChainManager$$CurrentRequiredLevelForSpawner	int32_t MergePuzzle_ItemChainManager__CurrentRequiredLevelForSpawner (MergePuzzle_ItemChainManager_o* __this, int32_t querySetID, const MethodInfo* method);	ghidra_data_pseudocode.c
ItemChainManager.IsSpawnerSellable	190C0E8	19F6FD8	Paxie.MathUtils$$PowerOfTwo	int32_t Paxie_MathUtils__PowerOfTwo (int32_t power, const MethodInfo* method);	ghidra_data_pseudocode.c
ItemChainManager.IsSpawnerSellable	190C0E8	2AFA9F0	System.Collections.Generic.List<object>$$.ctor	void System_Collections_Generic_List_object____ctor (System_Collections_Generic_List_object__o* __this, const MethodInfo_2AFA9F0* method);	ghidra_data_pseudocode.c
ItemChainManager.IsSpawnerSellable	190C0E8	2AFB954	System.Collections.Generic.List<object>$$Exists	bool System_Collections_Generic_List_object___Exists (System_Collections_Generic_List_object__o* __this, System_Predicate_T__o* match, const MethodInfo_2AFB954* method);	ghidra_data_pseudocode.c
ItemChainManager.IsSpawnerSellable	190C0E8	2E41FAC	System.Predicate<object>$$.ctor	void System_Predicate_object____ctor (System_Predicate_object__o* __this, Il2CppObject* object, intptr_t method, const MethodInfo_2E41FAC* method);	ghidra_data_pseudocode.c
ItemChainManager.CurrentRequiredLevelForSpawner	190C678	2AFB99C	System.Collections.Generic.List<object>$$Find	Il2CppObject* System_Collections_Generic_List_object___Find (System_Collections_Generic_List_object__o* __this, System_Predicate_T__o* match, const MethodInfo_2AFB99C* method);	ghidra_data_pseudocode.c
ItemChainManager.CurrentRequiredLevelForSpawner	190C678	2AFBF88	System.Collections.Generic.List<object>$$GetEnumerator	System_Collections_Generic_List_Enumerator_T__o System_Collections_Generic_List_object___GetEnumerator (System_Collections_Generic_List_object__o* __this, const MethodInfo_2AFBF88* method);	ghidra_data_pseudocode.c
ItemChainManager.CurrentRequiredLevelForSpawner	190C678	2AFCF60	System.Collections.Generic.List<object>$$Sort	void System_Collections_Generic_List_object___Sort (System_Collections_Generic_List_object__o* __this, const MethodInfo_2AFCF60* method);	ghidra_data_pseudocode.c
ItemChainManager.CurrentRequiredLevelForSpawner	190C678	2E41FAC	System.Predicate<object>$$.ctor	void System_Predicate_object____ctor (System_Predicate_object__o* __this, Il2CppObject* object, intptr_t method, const MethodInfo_2E41FAC* method);	ghidra_data_pseudocode.c
ItemChainManager.GetNextArchivedChainAndLink	190CC94	31CD268	System.Tuple<int, int>$$.ctor	void System_Tuple_int__int____ctor (System_Tuple_int__int__o* __this, int32_t item1, int32_t item2, const MethodInfo_31CD268* method);	ghidra_data_pseudocode.c
ItemChainManager.GetNextArchivedChainAndLink	190CC94	32E71BC	System.Collections.Generic.Dictionary.ValueCollection<int, object>$$GetEnumerator	System_Collections_Generic_Dictionary_ValueCollection_Enumerator_TKey__TValue__o System_Collections_Generic_Dictionary_ValueCollection_int__object___GetEnumerator (System_Collections_Generic_Dictionary_ValueCollection_TKey__TValue__o* __this, const MethodInfo_32E71BC* method);	ghidra_data_pseudocode.c
ItemChainManager.CreateSpawnerQueryDictionary	190CF58	1A61B20	MergePuzzle.UserEntity$$CheckAndFixRewardSorting	bool MergePuzzle_UserEntity__CheckAndFixRewardSorting (MergePuzzle_UserEntity_o* __this, const MethodInfo* method);	ghidra_data_pseudocode.c
ItemChainManager.CreateSpawnerQueryDictionary	190CF58	2AFAF9C	System.Collections.Generic.List<object>$$get_Item	Il2CppObject* System_Collections_Generic_List_object___get_Item (System_Collections_Generic_List_object__o* __this, int32_t index, const MethodInfo_2AFAF9C* method);	ghidra_data_pseudocode.c
ItemChainManager.InitializeItemRewardConversion	19040D8	1CA1A8C	MergePuzzle.ItemRewardBackup.ItemRewardConvertHandler$$TryInitialize	void MergePuzzle_ItemRewardBackup_ItemRewardConvertHandler__TryInitialize (const MethodInfo* method);	ghidra_data_pseudocode.c
ItemChainManager.InitializeItemRewardConversion	19040D8	1CA20AC	MergePuzzle.ItemRewardBackup.ItemRewardConvertHandler$$IsFeatureActive	bool MergePuzzle_ItemRewardBackup_ItemRewardConvertHandler__IsFeatureActive (int32_t featureType, const MethodInfo* method);	ghidra_data_pseudocode.c
ItemChainManager.InitializeItemRewardConversion	19040D8	1CA21D0	MergePuzzle.ItemRewardBackup.ItemRewardConvertHandler$$GetFeatureStatusUpdateEvent	MergePuzzle_ItemRewardBackup_ItemRewardConvertEvent_FeatureStatusUpdated_o MergePuzzle_ItemRewardBackup_ItemRewardConvertHandler__GetFeatureStatusUpdateEvent (int32_t convertType, const MethodInfo* method);	ghidra_data_pseudocode.c
ItemChainManager.InitializeItemRewardConversion	19040D8	1CA25D4	MergePuzzle.ItemRewardBackup.ItemRewardConvertHandler$$UpdateRewardImages	void MergePuzzle_ItemRewardBackup_ItemRewardConvertHandler__UpdateRewardImages (const MethodInfo* method);	ghidra_data_pseudocode.c
ItemChainManager.InitializeItemRewardConversion	19040D8	29ABB38	Paxie.LinkedHashMap<Int32Enum, object>$$get_Count	int32_t Paxie_LinkedHashMap_Int32Enum__object___get_Count (Paxie_LinkedHashMap_TKey__TValue__o* __this, const MethodInfo_29ABB38* method);	ghidra_data_pseudocode.c
ItemChainManager.InitializeItemRewardConversion	19040D8	29ACB04	Paxie.LinkedHashMap<Int32Enum, object>$$GetEnumerator	System_Collections_Generic_IEnumerator_KeyValuePair_TKey__TValue___o* Paxie_LinkedHashMap_Int32Enum__object___GetEnumerator (Paxie_LinkedHashMap_TKey__TValue__o* __this, const MethodInfo_29ACB04* method);	ghidra_data_pseudocode.c
ItemChainManager.InitializeItemRewardConversion	19040D8	2AFB274	System.Collections.Generic.List<object>$$AddWithResize	void System_Collections_Generic_List_object___AddWithResize (System_Collections_Generic_List_object__o* __this, Il2CppObject* item, const MethodInfo_2AFB274* method);	ghidra_data_pseudocode.c
ItemChainManager.InitializeItemRewardConversion	19040D8	2AFB63C	System.Collections.Generic.List<object>$$Contains	bool System_Collections_Generic_List_object___Contains (System_Collections_Generic_List_object__o* __this, Il2CppObject* item, const MethodInfo_2AFB63C* method);	ghidra_data_pseudocode.c
ItemChainManager.ItemRewardConvertUpdated	190D434	1CA46C4	MergePuzzle.ItemRewardBackup.ItemRewardConvertHandler$$TryGetBackupItem	bool MergePuzzle_ItemRewardBackup_ItemRewardConvertHandler__TryGetBackupItem (int32_t convertType, System_Collections_Generic_List_KiteItemRewardConvertConfig__o* backupConfigs, int32_t setID, int32_t level, MergePuzzle_ItemInfo_o* conversionSetIDLevel, const MethodInfo* method);	ghidra_data_pseudocode.c
ItemChainManager.ItemRewardConvertUpdated	190D434	32E71BC	System.Collections.Generic.Dictionary.ValueCollection<int, object>$$GetEnumerator	System_Collections_Generic_Dictionary_ValueCollection_Enumerator_TKey__TValue__o System_Collections_Generic_Dictionary_ValueCollection_int__object___GetEnumerator (System_Collections_Generic_Dictionary_ValueCollection_TKey__TValue__o* __this, const MethodInfo_32E71BC* method);	ghidra_data_pseudocode.c
ItemChainManager.GetParentChainSpawnerSetId	190D70C	190BE64	MergePuzzle.ItemChainScriptableData$$GetChildrenList	System_Collections_Generic_List_ItemChainScriptableData__o* MergePuzzle_ItemChainScriptableData__GetChildrenList (MergePuzzle_ItemChainScriptableData_o* __this, const MethodInfo* method);	ghidra_data_pseudocode.c
ItemChainManager.GetParentChainSpawnerSetId	190D70C	2AFB63C	System.Collections.Generic.List<object>$$Contains	bool System_Collections_Generic_List_object___Contains (System_Collections_Generic_List_object__o* __this, Il2CppObject* item, const MethodInfo_2AFB63C* method);	ghidra_data_pseudocode.c
ItemChainManager.GetParentChainSpawnerSetId	190D70C	2AFBF88	System.Collections.Generic.List<object>$$GetEnumerator	System_Collections_Generic_List_Enumerator_T__o System_Collections_Generic_List_object___GetEnumerator (System_Collections_Generic_List_object__o* __this, const MethodInfo_2AFBF88* method);	ghidra_data_pseudocode.c
ItemChainManager.GetChildChainSpawnerSetId	190E08C	190BE64	MergePuzzle.ItemChainScriptableData$$GetChildrenList	System_Collections_Generic_List_ItemChainScriptableData__o* MergePuzzle_ItemChainScriptableData__GetChildrenList (MergePuzzle_ItemChainScriptableData_o* __this, const MethodInfo* method);	ghidra_data_pseudocode.c
ItemChainManager.GetChildChainSpawnerSetId	190E08C	2AFAF9C	System.Collections.Generic.List<object>$$get_Item	Il2CppObject* System_Collections_Generic_List_object___get_Item (System_Collections_Generic_List_object__o* __this, int32_t index, const MethodInfo_2AFAF9C* method);	ghidra_data_pseudocode.c
ItemChainManager.GetChildChainSpawnerSetId	190E08C	2AFBF88	System.Collections.Generic.List<object>$$GetEnumerator	System_Collections_Generic_List_Enumerator_T__o System_Collections_Generic_List_object___GetEnumerator (System_Collections_Generic_List_object__o* __this, const MethodInfo_2AFBF88* method);	ghidra_data_pseudocode.c
BoardPositionEntity.Clear	1912B74	1C45C94	MergePuzzle.Coordinate$$ToInt	int32_t MergePuzzle_Coordinate__ToInt (MergePuzzle_Coordinate_o __this, const MethodInfo* method);	ghidra_data_pseudocode.c
BoardPositionEntity.SetItem	1912D2C	1C45C94	MergePuzzle.Coordinate$$ToInt	int32_t MergePuzzle_Coordinate__ToInt (MergePuzzle_Coordinate_o __this, const MethodInfo* method);	ghidra_data_pseudocode.c
